NORAD CAT ID,Satellite name,COSPAR ID,Launch date,Decay date,Apogee (km),Perigee (km),Age (years),Disposal status
46711,STARLINK-1813,2020-073AT,2020-10-18,2025-01-13,152.0,147.0,5.385352498288843,Deorbited
46716,STARLINK-1818,2020-073AY,2020-10-18,2025-06-24,154.0,140.0,5.385352498288843,Deorbited
46719,STARLINK-1822,2020-073BB,2020-10-18,2025-09-03,153.0,148.0,5.385352498288843,Deorbited
46720,STARLINK-1823,2020-073BC,2020-10-18,2022-08-31,178.0,162.0,5.385352498288843,Deorbited
46721,STARLINK-1824,2020-073BD,2020-10-18,2021-10-03,153.0,140.0,5.385352498288843,Deorbited
46722,STARLINK-1825,2020-073BE,2020-10-18,2024-05-31,168.0,161.0,5.385352498288843,Deorbited
46724,STARLINK-1827,2020-073BG,2020-10-18,2021-11-11,157.0,147.0,5.385352498288843,Deorbited
46726,STARLINK-1829,2020-073BJ,2020-10-18,2025-02-04,183.0,161.0,5.385352498288843,Deorbited
46728,STARLINK-1831,2020-073BL,2020-10-18,2022-04-02,174.0,173.0,5.385352498288843,Deorbited
46729,STARLINK-1841,2020-073BM,2020-10-18,2021-05-28,136.0,127.0,5.385352498288843,Deorbited
46739,STARLINK-1847,2020-074A,2020-10-24,2021-07-14,157.0,146.0,5.368925393566051,Deorbited
46740,STARLINK-1848,2020-074B,2020-10-24,2026-03-04,167.0,158.0,5.368925393566051,Deorbited
46741,STARLINK-1865,2020-074C,2020-10-24,2025-02-27,201.0,189.0,5.368925393566051,Deorbited
46742,STARLINK-1872,2020-074D,2020-10-24,2023-04-15,185.0,173.0,5.368925393566051,Deorbited
46745,STARLINK-1898,2020-074G,2020-10-24,2022-11-27,187.0,180.0,5.368925393566051,Deorbited
46747,STARLINK-1908,2020-074J,2020-10-24,2025-02-06,186.0,176.0,5.368925393566051,Deorbited
46748,STARLINK-1910,2020-074K,2020-10-24,2025-02-03,198.0,169.0,5.368925393566051,Deorbited
46750,STARLINK-1915,2020-074M,2020-10-24,2020-11-06,169.0,154.0,5.368925393566051,Deorbited
46751,STARLINK-1920,2020-074N,2020-10-24,2025-04-30,185.0,169.0,5.368925393566051,Deorbited
46752,STARLINK-1921,2020-074P,2020-10-24,2025-02-07,167.0,158.0,5.368925393566051,Deorbited
46754,STARLINK-1923,2020-074R,2020-10-24,2024-12-02,176.0,167.0,5.368925393566051,Deorbited
46755,STARLINK-1924,2020-074S,2020-10-24,2025-07-15,166.0,155.0,5.368925393566051,Deorbited
46756,STARLINK-1925,2020-074T,2020-10-24,2025-03-24,149.0,138.0,5.368925393566051,Deorbited
46757,STARLINK-1926,2020-074U,2020-10-24,2024-11-02,160.0,158.0,5.368925393566051,Deorbited
46759,STARLINK-1833,2020-074W,2020-10-24,2025-05-17,151.0,144.0,5.368925393566051,Deorbited
46760,STARLINK-1896,2020-074X,2020-10-24,2025-01-25,154.0,151.0,5.368925393566051,Deorbited
46761,STARLINK-1897,2020-074Y,2020-10-24,2021-08-23,167.0,156.0,5.368925393566051,Deorbited
46762,STARLINK-1901,2020-074Z,2020-10-24,2021-11-14,164.0,160.0,5.368925393566051,Deorbited
46763,STARLINK-1902,2020-074AA,2020-10-24,2023-02-04,147.0,140.0,5.368925393566051,Deorbited
46764,STARLINK-1903,2020-074AB,2020-10-24,2025-11-15,186.0,179.0,5.368925393566051,Deorbited
46765,STARLINK-1906,2020-074AC,2020-10-24,2025-02-25,174.0,164.0,5.368925393566051,Deorbited
46766,STARLINK-1916,2020-074AD,2020-10-24,2025-04-18,159.0,147.0,5.368925393566051,Deorbited
46767,STARLINK-1917,2020-074AE,2020-10-24,2025-02-21,158.0,151.0,5.368925393566051,Deorbited
46768,STARLINK-1918,2020-074AF,2020-10-24,2024-01-08,149.0,146.0,5.368925393566051,Deorbited
46769,STARLINK-1919,2020-074AG,2020-10-24,2022-04-08,183.0,176.0,5.368925393566051,Deorbited
46770,STARLINK-1932,2020-074AH,2020-10-24,2025-03-26,160.0,151.0,5.368925393566051,Deorbited
46771,STARLINK-1935,2020-074AJ,2020-10-24,2021-08-24,159.0,144.0,5.368925393566051,Deorbited
46772,STARLINK-1936,2020-074AK,2020-10-24,2025-01-30,160.0,151.0,5.368925393566051,Deorbited
46773,STARLINK-1937,2020-074AL,2020-10-24,2021-09-11,162.0,153.0,5.368925393566051,Deorbited
46774,STARLINK-1939,2020-074AM,2020-10-24,2022-04-16,176.0,163.0,5.368925393566051,Deorbited
46775,STARLINK-1945,2020-074AN,2020-10-24,2022-01-29,159.0,155.0,5.368925393566051,Deorbited
46776,STARLINK-1946,2020-074AP,2020-10-24,2023-02-05,164.0,157.0,5.368925393566051,Deorbited
46777,STARLINK-1949,2020-074AQ,2020-10-24,2021-10-02,214.0,202.0,5.368925393566051,Deorbited
46778,STARLINK-1950,2020-074AR,2020-10-24,2020-11-06,177.0,164.0,5.368925393566051,Deorbited
46779,STARLINK-1798,2020-074AS,2020-10-24,2025-03-08,141.0,138.0,5.368925393566051,Deorbited
46781,STARLINK-1834,2020-074AU,2020-10-24,2025-02-19,178.0,169.0,5.368925393566051,Deorbited
46783,STARLINK-1851,2020-074AW,2020-10-24,2024-05-20,225.0,210.0,5.368925393566051,Deorbited
46785,STARLINK-1883,2020-074AY,2020-10-24,2025-02-22,156.0,144.0,5.368925393566051,Deorbited
46787,STARLINK-1899,2020-074BA,2020-10-24,2024-10-15,168.0,159.0,5.368925393566051,Deorbited
46788,STARLINK-1929,2020-074BB,2020-10-24,2025-01-31,164.0,132.0,5.368925393566051,Deorbited
46789,STARLINK-1930,2020-074BC,2020-10-24,2025-02-04,186.0,175.0,5.368925393566051,Deorbited
46791,STARLINK-1933,2020-074BE,2020-10-24,2025-02-12,193.0,183.0,5.368925393566051,Deorbited
46793,STARLINK-1941,2020-074BG,2020-10-24,2025-03-19,150.0,144.0,5.368925393566051,Deorbited
46795,STARLINK-1943,2020-074BJ,2020-10-24,2021-12-20,179.0,175.0,5.368925393566051,Deorbited
46797,STARLINK-1947,2020-074BL,2020-10-24,2022-04-30,195.0,181.0,5.368925393566051,Deorbited
46798,STARLINK-1948,2020-074BM,2020-10-24,2025-02-09,162.0,145.0,5.368925393566051,Deorbited
47123,STARLINK-1779,2020-088B,2020-11-25,2021-08-26,188.0,174.0,5.281314168377824,Deorbited
47124,STARLINK-1785,2020-088C,2020-11-25,2025-02-08,171.0,163.0,5.281314168377824,Deorbited
47125,STARLINK-1787,2020-088D,2020-11-25,2021-09-13,174.0,161.0,5.281314168377824,Deorbited
47127,STARLINK-1836,2020-088F,2020-11-25,2021-10-03,174.0,167.0,5.281314168377824,Deorbited
47128,STARLINK-1837,2020-088G,2020-11-25,2024-12-28,164.0,163.0,5.281314168377824,Deorbited
47129,STARLINK-1838,2020-088H,2020-11-25,2025-05-08,153.0,147.0,5.281314168377824,Deorbited
47130,STARLINK-1839,2020-088J,2020-11-25,2023-05-03,160.0,151.0,5.281314168377824,Deorbited
47131,STARLINK-1840,2020-088K,2020-11-25,2022-01-29,201.0,192.0,5.281314168377824,Deorbited
47132,STARLINK-1842,2020-088L,2020-11-25,2021-07-05,178.0,161.0,5.281314168377824,Deorbited
47134,STARLINK-1844,2020-088N,2020-11-25,2024-12-18,220.0,207.0,5.281314168377824,Deorbited
47136,STARLINK-1846,2020-088Q,2020-11-25,2025-02-22,177.0,167.0,5.281314168377824,Deorbited
47137,STARLINK-1849,2020-088R,2020-11-25,2025-06-04,198.0,189.0,5.281314168377824,Deorbited
47138,STARLINK-1850,2020-088S,2020-11-25,2025-03-19,160.0,155.0,5.281314168377824,Deorbited
47139,STARLINK-1852,2020-088T,2020-11-25,2025-02-12,171.0,164.0,5.281314168377824,Deorbited
47140,STARLINK-1853,2020-088U,2020-11-25,2022-01-28,189.0,185.0,5.281314168377824,Deorbited
47141,STARLINK-1854,2020-088V,2020-11-25,2025-02-09,164.0,156.0,5.281314168377824,Deorbited
47142,STARLINK-1855,2020-088W,2020-11-25,2021-09-11,205.0,187.0,5.281314168377824,Deorbited
47144,STARLINK-1857,2020-088Y,2020-11-25,2025-02-22,162.0,158.0,5.281314168377824,Deorbited
47145,STARLINK-1858,2020-088Z,2020-11-25,2022-08-09,188.0,177.0,5.281314168377824,Deorbited
47146,STARLINK-1859,2020-088AA,2020-11-25,2022-04-03,144.0,143.0,5.281314168377824,Deorbited
47147,STARLINK-1860,2020-088AB,2020-11-25,2025-07-01,184.0,170.0,5.281314168377824,Deorbited
47148,STARLINK-1861,2020-088AC,2020-11-25,2025-07-25,157.0,150.0,5.281314168377824,Deorbited
47149,STARLINK-1862,2020-088AD,2020-11-25,2025-06-14,172.0,162.0,5.281314168377824,Deorbited
47150,STARLINK-1863,2020-088AE,2020-11-25,2025-11-01,172.0,164.0,5.281314168377824,Deorbited
47151,STARLINK-1864,2020-088AF,2020-11-25,2025-02-10,160.0,152.0,5.281314168377824,Deorbited
47152,STARLINK-1866,2020-088AG,2020-11-25,2025-07-21,158.0,149.0,5.281314168377824,Deorbited
47153,STARLINK-1867,2020-088AH,2020-11-25,2025-04-01,158.0,143.0,5.281314168377824,Deorbited
47154,STARLINK-1868,2020-088AJ,2020-11-25,2023-10-01,164.0,152.0,5.281314168377824,Deorbited
47155,STARLINK-1869,2020-088AK,2020-11-25,2025-03-11,191.0,189.0,5.281314168377824,Deorbited
47156,STARLINK-1870,2020-088AL,2020-11-25,2022-04-24,190.0,177.0,5.281314168377824,Deorbited
47159,STARLINK-1874,2020-088AP,2020-11-25,2022-06-28,151.0,130.0,5.281314168377824,Deorbited
47160,STARLINK-1875,2020-088AQ,2020-11-25,2021-11-29,174.0,166.0,5.281314168377824,Deorbited
47162,STARLINK-1877,2020-088AS,2020-11-25,2025-06-21,152.0,138.0,5.281314168377824,Deorbited
47163,STARLINK-1878,2020-088AT,2020-11-25,2025-01-23,164.0,157.0,5.281314168377824,Deorbited
47164,STARLINK-1879,2020-088AU,2020-11-25,2025-04-05,174.0,162.0,5.281314168377824,Deorbited
47165,STARLINK-1880,2020-088AV,2020-11-25,2025-02-06,162.0,152.0,5.281314168377824,Deorbited
47166,STARLINK-1881,2020-088AW,2020-11-25,2023-02-28,191.0,185.0,5.281314168377824,Deorbited
47167,STARLINK-1884,2020-088AX,2020-11-25,2025-01-14,158.0,155.0,5.281314168377824,Deorbited
47168,STARLINK-1885,2020-088AY,2020-11-25,2022-08-14,145.0,141.0,5.281314168377824,Deorbited
47169,STARLINK-1886,2020-088AZ,2020-11-25,2021-10-22,152.0,144.0,5.281314168377824,Deorbited
47170,STARLINK-1887,2020-088BA,2020-11-25,2025-01-28,155.0,149.0,5.281314168377824,Deorbited
47172,STARLINK-1889,2020-088BC,2020-11-25,2022-04-09,207.0,199.0,5.281314168377824,Deorbited
47173,STARLINK-1890,2020-088BD,2020-11-25,2025-06-30,155.0,145.0,5.281314168377824,Deorbited
47174,STARLINK-1891,2020-088BE,2020-11-25,2025-01-09,149.0,146.0,5.281314168377824,Deorbited
47175,STARLINK-1895,2020-088BF,2020-11-25,2025-02-12,162.0,154.0,5.281314168377824,Deorbited
47176,STARLINK-1900,2020-088BG,2020-11-25,2021-04-17,158.0,144.0,5.281314168377824,Deorbited
47177,STARLINK-1907,2020-088BH,2020-11-25,2025-03-05,156.0,143.0,5.281314168377824,Deorbited
47180,STARLINK-1914,2020-088BL,2020-11-25,2021-10-30,194.0,183.0,5.281314168377824,Deorbited
47181,STARLINK-1927,2020-088BM,2020-11-25,2024-07-18,180.0,161.0,5.281314168377824,Deorbited
47349,STARLINK-1952,2021-005A,2021-01-20,2022-09-17,158.0,149.0,5.127994524298426,Deorbited
47350,STARLINK-2011,2021-005B,2021-01-20,2024-05-20,186.0,183.0,5.127994524298426,Deorbited
47359,STARLINK-2069,2021-005L,2021-01-20,2025-12-27,224.0,216.0,5.127994524298426,Deorbited
47360,STARLINK-2070,2021-005M,2021-01-20,2024-08-13,307.0,298.0,5.127994524298426,Deorbited
47363,STARLINK-2077,2021-005Q,2021-01-20,2025-01-10,192.0,183.0,5.127994524298426,Deorbited
47364,STARLINK-2079,2021-005R,2021-01-20,2021-12-14,164.0,157.0,5.127994524298426,Deorbited
47365,STARLINK-2080,2021-005S,2021-01-20,2022-07-22,197.0,187.0,5.127994524298426,Deorbited
47369,STARLINK-2085,2021-005W,2021-01-20,2024-07-26,169.0,154.0,5.127994524298426,Deorbited
47370,STARLINK-2086,2021-005X,2021-01-20,2026-01-15,159.0,152.0,5.127994524298426,Deorbited
47372,STARLINK-2089,2021-005Z,2021-01-20,2025-01-02,219.0,213.0,5.127994524298426,Deorbited
47387,STARLINK-2108,2021-005AQ,2021-01-20,2024-09-26,177.0,171.0,5.127994524298426,Deorbited
47394,STARLINK-2115,2021-005AX,2021-01-20,2024-12-31,190.0,181.0,5.127994524298426,Deorbited
47395,STARLINK-2117,2021-005AY,2021-01-20,2026-01-29,151.0,146.0,5.127994524298426,Deorbited
47396,STARLINK-2118,2021-005AZ,2021-01-20,2024-07-11,187.0,180.0,5.127994524298426,Deorbited
47398,STARLINK-2120,2021-005BB,2021-01-20,2024-12-09,164.0,157.0,5.127994524298426,Deorbited
47402,STARLINK-2124,2021-005BF,2021-01-20,2025-01-13,156.0,152.0,5.127994524298426,Deorbited
47403,STARLINK-2127,2021-005BG,2021-01-20,2025-03-15,177.0,170.0,5.127994524298426,Deorbited
47406,STARLINK-2133,2021-005BK,2021-01-20,2026-01-30,181.0,172.0,5.127994524298426,Deorbited
47413,STARLINK-2199,2021-006A,2021-01-24,2021-12-17,178.0,147.0,5.117043121149897,Deorbited
47414,STARLINK-2200,2021-006B,2021-01-24,2022-01-23,152.0,140.0,5.117043121149897,Deorbited
47415,STARLINK-2201,2021-006C,2021-01-24,2022-01-24,163.0,154.0,5.117043121149897,Deorbited
47416,STARLINK-2202,2021-006D,2021-01-24,2022-01-24,153.0,142.0,5.117043121149897,Deorbited
47417,STARLINK-2203,2021-006E,2021-01-24,2021-12-17,200.0,192.0,5.117043121149897,Deorbited
47418,STARLINK-2204,2021-006F,2021-01-24,2021-12-26,142.0,130.0,5.117043121149897,Deorbited
47419,STARLINK-2205,2021-006G,2021-01-24,2021-12-30,171.0,162.0,5.117043121149897,Deorbited
47420,STARLINK-2206,2021-006H,2021-01-24,2021-12-27,140.0,128.0,5.117043121149897,Deorbited
47421,STARLINK-2207,2021-006J,2021-01-24,2021-12-30,165.0,156.0,5.117043121149897,Deorbited
47422,STARLINK-2208,2021-006K,2021-01-24,2022-01-23,179.0,168.0,5.117043121149897,Deorbited
47548,STARLINK-1782,2021-009A,2021-02-04,2025-02-05,173.0,166.0,5.086926762491444,Deorbited
47549,STARLINK-1806,2021-009B,2021-02-04,2025-05-20,171.0,159.0,5.086926762491444,Deorbited
47550,STARLINK-1909,2021-009C,2021-02-04,2025-04-05,156.0,152.0,5.086926762491444,Deorbited
47551,STARLINK-1938,2021-009D,2021-02-04,2025-01-28,160.0,152.0,5.086926762491444,Deorbited
47552,STARLINK-1940,2021-009E,2021-02-04,2025-07-30,158.0,155.0,5.086926762491444,Deorbited
47553,STARLINK-1951,2021-009F,2021-02-04,2022-04-22,160.0,157.0,5.086926762491444,Deorbited
47554,STARLINK-1953,2021-009G,2021-02-04,2025-03-10,170.0,160.0,5.086926762491444,Deorbited
47557,STARLINK-1956,2021-009K,2021-02-04,2025-01-31,208.0,200.0,5.086926762491444,Deorbited
47558,STARLINK-1957,2021-009L,2021-02-04,2025-06-10,164.0,159.0,5.086926762491444,Deorbited
47560,STARLINK-1959,2021-009N,2021-02-04,2025-07-06,157.0,144.0,5.086926762491444,Deorbited
47561,STARLINK-1960,2021-009P,2021-02-04,2025-05-16,159.0,146.0,5.086926762491444,Deorbited
47562,STARLINK-1961,2021-009Q,2021-02-04,2025-02-12,167.0,159.0,5.086926762491444,Deorbited
47564,STARLINK-1963,2021-009S,2021-02-04,2025-05-31,152.0,144.0,5.086926762491444,Deorbited
47567,STARLINK-1966,2021-009V,2021-02-04,2025-08-24,162.0,151.0,5.086926762491444,Deorbited
47569,STARLINK-1968,2021-009X,2021-02-04,2022-12-10,210.0,201.0,5.086926762491444,Deorbited
47570,STARLINK-1969,2021-009Y,2021-02-04,2024-09-18,192.0,189.0,5.086926762491444,Deorbited
47571,STARLINK-1970,2021-009Z,2021-02-04,2025-04-25,193.0,179.0,5.086926762491444,Deorbited
47574,STARLINK-1976,2021-009AC,2021-02-04,2025-04-29,194.0,181.0,5.086926762491444,Deorbited
47575,STARLINK-1977,2021-009AD,2021-02-04,2025-02-25,155.0,145.0,5.086926762491444,Deorbited
47576,STARLINK-1978,2021-009AE,2021-02-04,2026-02-12,152.0,148.0,5.086926762491444,Deorbited
47577,STARLINK-1979,2021-009AF,2021-02-04,2026-02-02,155.0,148.0,5.086926762491444,Deorbited
47578,STARLINK-1980,2021-009AG,2021-02-04,2025-03-14,153.0,148.0,5.086926762491444,Deorbited
47579,STARLINK-1981,2021-009AH,2021-02-04,2025-02-02,158.0,142.0,5.086926762491444,Deorbited
47580,STARLINK-1982,2021-009AJ,2021-02-04,2025-06-28,156.0,140.0,5.086926762491444,Deorbited
47581,STARLINK-1984,2021-009AK,2021-02-04,2024-11-10,192.0,184.0,5.086926762491444,Deorbited
47582,STARLINK-1986,2021-009AL,2021-02-04,2026-02-13,163.0,161.0,5.086926762491444,Deorbited
47583,STARLINK-1987,2021-009AM,2021-02-04,2025-02-02,158.0,154.0,5.086926762491444,Deorbited
47584,STARLINK-1988,2021-009AN,2021-02-04,2022-01-29,158.0,152.0,5.086926762491444,Deorbited
47585,STARLINK-1989,2021-009AP,2021-02-04,2025-03-31,189.0,188.0,5.086926762491444,Deorbited
47586,STARLINK-1990,2021-009AQ,2021-02-04,2025-03-07,184.0,173.0,5.086926762491444,Deorbited
47591,STARLINK-1996,2021-009AV,2021-02-04,2025-01-26,181.0,172.0,5.086926762491444,Deorbited
47593,STARLINK-1998,2021-009AX,2021-02-04,2025-01-21,223.0,212.0,5.086926762491444,Deorbited
47594,STARLINK-1999,2021-009AY,2021-02-04,2024-12-17,180.0,172.0,5.086926762491444,Deorbited
47595,STARLINK-2000,2021-009AZ,2021-02-04,2025-02-15,159.0,152.0,5.086926762491444,Deorbited
47597,STARLINK-2002,2021-009BB,2021-02-04,2025-03-29,156.0,151.0,5.086926762491444,Deorbited
47598,STARLINK-2003,2021-009BC,2021-02-04,2025-03-22,153.0,147.0,5.086926762491444,Deorbited
47599,STARLINK-2004,2021-009BD,2021-02-04,2024-08-28,221.0,211.0,5.086926762491444,Deorbited
47600,STARLINK-2005,2021-009BE,2021-02-04,2025-03-15,141.0,136.0,5.086926762491444,Deorbited
47601,STARLINK-2006,2021-009BF,2021-02-04,2025-02-22,168.0,160.0,5.086926762491444,Deorbited
47602,STARLINK-2007,2021-009BG,2021-02-04,2025-04-27,172.0,158.0,5.086926762491444,Deorbited
47603,STARLINK-2008,2021-009BH,2021-02-04,2025-03-02,165.0,156.0,5.086926762491444,Deorbited
47605,STARLINK-2023,2021-009BK,2021-02-04,2022-06-27,191.0,187.0,5.086926762491444,Deorbited
47606,STARLINK-2024,2021-009BL,2021-02-04,2026-02-24,143.0,138.0,5.086926762491444,Deorbited
47607,STARLINK-2025,2021-009BM,2021-02-04,2025-03-25,153.0,150.0,5.086926762491444,Deorbited
47620,STARLINK-1528,2021-012A,2021-02-16,2025-01-05,140.0,136.0,5.054072553045859,Deorbited
47626,STARLINK-1761,2021-012G,2021-02-16,2025-07-06,156.0,137.0,5.054072553045859,Deorbited
47629,STARLINK-1974,2021-012K,2021-02-16,2025-05-22,162.0,156.0,5.054072553045859,Deorbited
47631,STARLINK-1985,2021-012M,2021-02-16,2022-03-07,250.0,237.0,5.054072553045859,Deorbited
47633,STARLINK-2009,2021-012P,2021-02-16,2025-04-07,149.0,143.0,5.054072553045859,Deorbited
47634,STARLINK-2010,2021-012Q,2021-02-16,2025-06-15,160.0,157.0,5.054072553045859,Deorbited
47635,STARLINK-2012,2021-012R,2021-02-16,2025-01-27,161.0,157.0,5.054072553045859,Deorbited
47636,STARLINK-2013,2021-012S,2021-02-16,2025-03-23,156.0,148.0,5.054072553045859,Deorbited
47637,STARLINK-2014,2021-012T,2021-02-16,2025-02-10,142.0,135.0,5.054072553045859,Deorbited
47639,STARLINK-2016,2021-012V,2021-02-16,2025-01-23,153.0,149.0,5.054072553045859,Deorbited
47640,STARLINK-2018,2021-012W,2021-02-16,2025-02-10,150.0,146.0,5.054072553045859,Deorbited
47642,STARLINK-2020,2021-012Y,2021-02-16,2025-01-03,174.0,166.0,5.054072553045859,Deorbited
47644,STARLINK-2026,2021-012AA,2021-02-16,2024-10-04,161.0,156.0,5.054072553045859,Deorbited
47645,STARLINK-2027,2021-012AB,2021-02-16,2025-01-18,153.0,137.0,5.054072553045859,Deorbited
47646,STARLINK-2028,2021-012AC,2021-02-16,2025-01-13,138.0,133.0,5.054072553045859,Deorbited
47647,STARLINK-2030,2021-012AD,2021-02-16,2025-07-04,159.0,143.0,5.054072553045859,Deorbited
47651,STARLINK-2035,2021-012AH,2021-02-16,2025-03-30,152.0,149.0,5.054072553045859,Deorbited
47653,STARLINK-2037,2021-012AK,2021-02-16,2025-01-21,152.0,147.0,5.054072553045859,Deorbited
47654,STARLINK-2038,2021-012AL,2021-02-16,2025-07-30,154.0,147.0,5.054072553045859,Deorbited
47658,STARLINK-2042,2021-012AQ,2021-02-16,2025-02-13,151.0,145.0,5.054072553045859,Deorbited
47659,STARLINK-2043,2021-012AR,2021-02-16,2025-08-05,163.0,151.0,5.054072553045859,Deorbited
47660,STARLINK-2044,2021-012AS,2021-02-16,2025-03-12,153.0,147.0,5.054072553045859,Deorbited
47661,STARLINK-2051,2021-012AT,2021-02-16,2025-02-01,151.0,144.0,5.054072553045859,Deorbited
47662,STARLINK-2052,2021-012AU,2021-02-16,2026-02-19,158.0,154.0,5.054072553045859,Deorbited
47663,STARLINK-2053,2021-012AV,2021-02-16,2025-05-27,151.0,143.0,5.054072553045859,Deorbited
47664,STARLINK-2054,2021-012AW,2021-02-16,2025-02-01,165.0,162.0,5.054072553045859,Deorbited
47665,STARLINK-2056,2021-012AX,2021-02-16,2025-03-04,164.0,158.0,5.054072553045859,Deorbited
47666,STARLINK-2057,2021-012AY,2021-02-16,2024-12-24,163.0,158.0,5.054072553045859,Deorbited
47668,STARLINK-2059,2021-012BA,2021-02-16,2025-04-23,153.0,140.0,5.054072553045859,Deorbited
47669,STARLINK-2060,2021-012BB,2021-02-16,2023-07-14,170.0,128.0,5.054072553045859,Deorbited
47670,STARLINK-2062,2021-012BC,2021-02-16,2025-03-25,155.0,148.0,5.054072553045859,Deorbited
47671,STARLINK-2064,2021-012BD,2021-02-16,2025-01-21,157.0,153.0,5.054072553045859,Deorbited
47673,STARLINK-2066,2021-012BF,2021-02-16,2025-02-13,163.0,157.0,5.054072553045859,Deorbited
47674,STARLINK-2067,2021-012BG,2021-02-16,2025-01-17,136.0,125.0,5.054072553045859,Deorbited
47675,STARLINK-2078,2021-012BH,2021-02-16,2025-03-18,164.0,160.0,5.054072553045859,Deorbited
47677,STARLINK-2090,2021-012BK,2021-02-16,2025-02-15,159.0,151.0,5.054072553045859,Deorbited
47678,STARLINK-2091,2021-012BL,2021-02-16,2021-10-31,182.0,173.0,5.054072553045859,Deorbited
47725,STARLINK-2125,2021-017D,2021-03-04,2025-01-15,169.0,163.0,5.0102669404517455,Deorbited
47726,STARLINK-2126,2021-017E,2021-03-04,2024-12-31,153.0,148.0,5.0102669404517455,Deorbited
47727,STARLINK-2129,2021-017F,2021-03-04,2025-02-03,155.0,151.0,5.0102669404517455,Deorbited
47729,STARLINK-2132,2021-017H,2021-03-04,2024-09-20,181.0,171.0,5.0102669404517455,Deorbited
47732,STARLINK-2142,2021-017L,2021-03-04,2025-09-07,182.0,176.0,5.0102669404517455,Deorbited
47735,STARLINK-2146,2021-017P,2021-03-04,2025-07-26,168.0,155.0,5.0102669404517455,Deorbited
47737,STARLINK-2148,2021-017R,2021-03-04,2024-07-27,184.0,168.0,5.0102669404517455,Deorbited
47738,STARLINK-2149,2021-017S,2021-03-04,2024-04-13,290.0,279.0,5.0102669404517455,Deorbited
47740,STARLINK-2152,2021-017U,2021-03-04,2025-01-04,185.0,182.0,5.0102669404517455,Deorbited
47741,STARLINK-2154,2021-017V,2021-03-04,2024-05-15,179.0,166.0,5.0102669404517455,Deorbited
47743,STARLINK-2157,2021-017X,2021-03-04,2025-01-12,161.0,157.0,5.0102669404517455,Deorbited
47744,STARLINK-2158,2021-017Y,2021-03-04,2024-07-04,184.0,168.0,5.0102669404517455,Deorbited
47751,STARLINK-2168,2021-017AF,2021-03-04,2024-08-04,273.0,272.0,5.0102669404517455,Deorbited
47755,STARLINK-2172,2021-017AK,2021-03-04,2022-04-30,207.0,186.0,5.0102669404517455,Deorbited
47756,STARLINK-2174,2021-017AL,2021-03-04,2025-02-11,164.0,157.0,5.0102669404517455,Deorbited
47757,STARLINK-2175,2021-017AM,2021-03-04,2025-02-19,162.0,160.0,5.0102669404517455,Deorbited
47758,STARLINK-2176,2021-017AN,2021-03-04,2022-04-23,157.0,149.0,5.0102669404517455,Deorbited
47759,STARLINK-2177,2021-017AP,2021-03-04,2022-03-13,167.0,159.0,5.0102669404517455,Deorbited
47761,STARLINK-2179,2021-017AR,2021-03-04,2025-01-20,153.0,145.0,5.0102669404517455,Deorbited
47763,STARLINK-2181,2021-017AT,2021-03-04,2025-01-07,160.0,158.0,5.0102669404517455,Deorbited
47764,STARLINK-2182,2021-017AU,2021-03-04,2025-02-01,160.0,149.0,5.0102669404517455,Deorbited
47765,STARLINK-2183,2021-017AV,2021-03-04,2022-04-30,212.0,198.0,5.0102669404517455,Deorbited
47766,STARLINK-2184,2021-017AW,2021-03-04,2025-07-23,172.0,159.0,5.0102669404517455,Deorbited
47768,STARLINK-2189,2021-017AY,2021-03-04,2024-12-30,154.0,152.0,5.0102669404517455,Deorbited
47769,STARLINK-2192,2021-017AZ,2021-03-04,2025-01-18,156.0,149.0,5.0102669404517455,Deorbited
47774,STARLINK-2197,2021-017BE,2021-03-04,2025-02-12,143.0,135.0,5.0102669404517455,Deorbited
47775,STARLINK-2198,2021-017BF,2021-03-04,2025-01-20,160.0,153.0,5.0102669404517455,Deorbited
47777,STARLINK-2210,2021-017BH,2021-03-04,2025-07-10,157.0,147.0,5.0102669404517455,Deorbited
47779,STARLINK-2212,2021-017BK,2021-03-04,2023-09-25,153.0,149.0,5.0102669404517455,Deorbited
47781,STARLINK-2223,2021-017BM,2021-03-04,2025-02-05,187.0,180.0,5.0102669404517455,Deorbited
45098,STARLINK-1184,2020-006BG,2020-01-29,,540.0,532.0,6.105407255304586,Overdue
45368,STARLINK-1276,2020-019J,2020-03-18,,548.0,546.0,5.971252566735113,Overdue
45668,STARLINK-1451,2020-035M,2020-06-04,,538.0,535.0,5.757700205338809,Overdue
46027,STARLINK-1522,2020-055A,2020-08-07,,540.0,538.0,5.582477754962355,Overdue
46070,STARLINK-1536,2020-055AV,2020-08-07,,548.0,546.0,5.582477754962355,Overdue
46073,STARLINK-1542,2020-055AY,2020-08-07,,548.0,546.0,5.582477754962355,Overdue
46074,STARLINK-1549,2020-055AZ,2020-08-07,,548.0,546.0,5.582477754962355,Overdue
46075,STARLINK-1551,2020-055BA,2020-08-07,,548.0,546.0,5.582477754962355,Overdue
46076,STARLINK-1552,2020-055BB,2020-08-07,,548.0,546.0,5.582477754962355,Overdue
46079,STARLINK-1566,2020-055BE,2020-08-07,,549.0,546.0,5.582477754962355,Overdue
46082,STARLINK-1578,2020-055BH,2020-08-07,,548.0,546.0,5.582477754962355,Overdue
